final_decision_id,coordinator_group_id,scenario_name,realization_id,module_name,module_priority,decision_source_sector_id,decision_target_sector_id,source_sector_id,target_sector_id,coordinator_affected_sector_id,application_affected_sector_id,application_state_variable,affected_sector_id,affected_parameter,selected_action_id_safe,accepted_action_type,final_decision_status,executable_flag,not_applied_flag,safety_valid,fallback_used,noop_selected,unresolved_fallback_flag,rejection_reason,conflict_id,conflict_type,final_candidate_rank,predicted_reward,true_reward,safety_enforced_regret,delta_prs_dB,delta_tilt_deg,delta_cio_dB,delta_hom_dB,delta_ttt_ms,es_action,implementability_status,simulator_state_variable,required_simulator_function,implementation_gap_reason,can_apply_in_phase12b,dry_run_only_flag
496,72,handover_stress,13,HO/MRO,4,12,13,12,13,12,13,sectors.hom_offset_dB|sectors.ttt_offset_ms|sectors.cio_dB,12,HOM|TTT|CIO,86644,handover_parameter_adjustment,final_safe_action,1,1,1,0,0,0,,NaN,,7,0.110310525225177,0.11025,0,0,0,3,-2,320,,not_implemented_in_simulator,"",,"Simulator has no parametric handover-margin state. handover_risk_score is derived from RSRP best-vs-second gap, not from HOM.",0,1
499,72,handover_stress,13,HO/MRO,4,16,20,16,20,16,20,sectors.hom_offset_dB|sectors.ttt_offset_ms|sectors.cio_dB,16,HOM|TTT|CIO,87119,handover_parameter_adjustment,final_safe_action,1,1,1,0,0,0,,NaN,,8,0.110310525225177,0.11025,0,0,0,3,-2,320,,not_implemented_in_simulator,"",,"Simulator has no parametric handover-margin state. handover_risk_score is derived from RSRP best-vs-second gap, not from HOM.",0,1
500,72,handover_stress,13,HO/MRO,4,17,15,17,15,17,15,sectors.hom_offset_dB|sectors.ttt_offset_ms|sectors.cio_dB,17,HOM|TTT|CIO,87297,handover_parameter_adjustment,final_safe_action,1,1,1,0,0,0,,NaN,,9,0.110310525225177,0.11025,0,0,0,3,-2,320,,not_implemented_in_simulator,"",,"Simulator has no parametric handover-margin state. handover_risk_score is derived from RSRP best-vs-second gap, not from HOM.",0,1
501,72,handover_stress,13,HO/MRO,4,20,3,20,3,20,3,sectors.hom_offset_dB|sectors.ttt_offset_ms|sectors.cio_dB,20,HOM|TTT|CIO,87475,handover_parameter_adjustment,final_safe_action,1,1,1,0,0,0,,NaN,,10,0.110310525225177,0.11025,0,0,0,3,-2,320,,not_implemented_in_simulator,"",,"Simulator has no parametric handover-margin state. handover_risk_score is derived from RSRP best-vs-second gap, not from HOM.",0,1
502,73,low_load,13,HO/MRO,4,2,12,2,12,2,12,sectors.hom_offset_dB|sectors.ttt_offset_ms|sectors.cio_dB,2,HOM|TTT|CIO,87653,handover_parameter_adjustment,final_safe_action,1,1,1,0,0,0,,NaN,,1,0.110310525225177,0.11025,0,0,0,3,-2,320,,not_implemented_in_simulator,"",,"Simulator has no parametric handover-margin state. handover_risk_score is derived from RSRP best-vs-second gap, not from HOM.",0,1
503,73,low_load,13,HO/MRO,4,9,1,9,1,9,1,sectors.hom_offset_dB|sectors.ttt_offset_ms|sectors.cio_dB,9,HOM|TTT|CIO,87831,handover_parameter_adjustment,final_safe_action,1,1,1,0,0,0,,NaN,,2,0.110310525225177,0.11025,0,0,0,3,-2,320,,not_implemented_in_simulator,"",,"Simulator has no parametric handover-margin state. handover_risk_score is derived from RSRP best-vs-second gap, not from HOM.",0,1
504,73,low_load,13,HO/MRO,4,13,2,13,2,13,2,sectors.hom_offset_dB|sectors.ttt_offset_ms|sectors.cio_dB,13,HOM|TTT|CIO,88009,handover_parameter_adjustment,final_safe_action,1,1,1,0,0,0,,NaN,,3,0.110310525225177,0.11025,0,0,0,3,-2,320,,not_implemented_in_simulator,"",,"Simulator has no parametric handover-margin state. handover_risk_score is derived from RSRP best-vs-second gap, not from HOM.",0,1
505,74,mixed_conflict,13,HO/MRO,4,10,11,10,11,10,11,sectors.hom_offset_dB|sectors.ttt_offset_ms|sectors.cio_dB,10,HOM|TTT|CIO,88471,handover_parameter_adjustment,final_safe_action,1,1,1,0,0,0,,NaN,,1,0.134431850157558,0.13425,0,0,0,3,2,320,,not_implemented_in_simulator,"",,"Simulator has no parametric handover-margin state. handover_risk_score is derived from RSRP best-vs-second gap, not from HOM.",0,1
506,75,low_load,17,HO/MRO,4,3,16,3,16,3,16,sectors.hom_offset_dB|sectors.ttt_offset_ms|sectors.cio_dB,3,HOM|TTT|CIO,107589,handover_parameter_adjustment,final_safe_action,1,1,1,0,0,0,,NaN,,1,0.110310525225177,0.11025,0,0,0,3,-2,320,,not_implemented_in_simulator,"",,"Simulator has no parametric handover-margin state. handover_risk_score is derived from RSRP best-vs-second gap, not from HOM.",0,1
507,76,low_load_energy_saving_candidate,17,HO/MRO,4,20,3,20,3,20,3,sectors.hom_offset_dB|sectors.ttt_offset_ms|sectors.cio_dB,20,HOM|TTT|CIO,107814,handover_parameter_adjustment,final_safe_action,1,1,1,0,0,0,,NaN,,1,0.134431850157558,0.13425,0,0,0,3,2,320,,not_implemented_in_simulator,"",,"Simulator has no parametric handover-margin state. handover_risk_score is derived from RSRP best-vs-second gap, not from HOM.",0,1
509,10,mixed_conflict,17,HO/MRO,4,9,7,9,7,9,7,sectors.hom_offset_dB|sectors.ttt_offset_ms|sectors.cio_dB,9,HOM|TTT|CIO,108229,handover_parameter_adjustment,final_safe_action,1,1,1,0,0,0,,NaN,,2,0.134431850157558,0.13425,0,0,0,3,2,320,,not_implemented_in_simulator,"",,"Simulator has no parametric handover-margin state. handover_risk_score is derived from RSRP best-vs-second gap, not from HOM.",0,1
510,55,outage_sector,17,HO/MRO,4,2,12,2,12,2,12,sectors.hom_offset_dB|sectors.ttt_offset_ms|sectors.cio_dB,2,HOM|TTT|CIO,108479,handover_parameter_adjustment,final_safe_action,1,1,1,0,0,0,,NaN,,1,0.110310525225177,0.11025,0,0,0,3,-2,320,,not_implemented_in_simulator,"",,"Simulator has no parametric handover-margin state. handover_risk_score is derived from RSRP best-vs-second gap, not from HOM.",0,1
511,55,outage_sector,17,HO/MRO,4,12,2,12,2,12,2,sectors.hom_offset_dB|sectors.ttt_offset_ms|sectors.cio_dB,12,HOM|TTT|CIO,108657,handover_parameter_adjustment,final_safe_action,1,1,1,0,0,0,,NaN,,2,0.110310525225177,0.11025,0,0,0,3,-2,320,,not_implemented_in_simulator,"",,"Simulator has no parametric handover-margin state. handover_risk_score is derived from RSRP best-vs-second gap, not from HOM.",0,1
512,55,outage_sector,17,HO/MRO,4,20,3,20,3,20,3,sectors.hom_offset_dB|sectors.ttt_offset_ms|sectors.cio_dB,20,HOM|TTT|CIO,108835,handover_parameter_adjustment,final_safe_action,1,1,1,0,0,0,,NaN,,3,0.110310525225177,0.11025,0,0,0,3,-2,320,,not_implemented_in_simulator,"",,"Simulator has no parametric handover-margin state. handover_risk_score is derived from RSRP best-vs-second gap, not from HOM.",0,1
513,77,handover_stress,18,HO/MRO,4,1,5,1,5,1,5,sectors.hom_offset_dB|sectors.ttt_offset_ms|sectors.cio_dB,1,HOM|TTT|CIO,109369,handover_parameter_adjustment,final_safe_action,1,1,1,0,0,0,,NaN,,1,0.110310525225177,0.11025,0,0,0,3,-2,320,,not_implemented_in_simulator,"",,"Simulator has no parametric handover-margin state. handover_risk_score is derived from RSRP best-vs-second gap, not from HOM.",0,1
514,77,handover_stress,18,HO/MRO,4,2,12,2,12,2,12,sectors.hom_offset_dB|sectors.ttt_offset_ms|sectors.cio_dB,2,HOM|TTT|CIO,109547,handover_parameter_adjustment,final_safe_action,1,1,1,0,0,0,,NaN,,2,0.110310525225177,0.11025,0,0,0,3,-2,320,,not_implemented_in_simulator,"",,"Simulator has no parametric handover-margin state. handover_risk_score is derived from RSRP best-vs-second gap, not from HOM.",0,1
515,77,handover_stress,18,HO/MRO,4,3,20,3,20,3,20,sectors.hom_offset_dB|sectors.ttt_offset_ms|sectors.cio_dB,3,HOM|TTT|CIO,109784,handover_parameter_adjustment,final_safe_action,1,1,1,0,0,0,,NaN,,3,0.110310525225177,0.11025,0,0,0,3,-2,320,,not_implemented_in_simulator,"",,"Simulator has no parametric handover-margin state. handover_risk_score is derived from RSRP best-vs-second gap, not from HOM.",0,1
516,77,handover_stress,18,HO/MRO,4,5,1,5,1,5,1,sectors.hom_offset_dB|sectors.ttt_offset_ms|sectors.cio_dB,5,HOM|TTT|CIO,109903,handover_parameter_adjustment,final_safe_action,1,1,1,0,0,0,,NaN,,4,0.110310525225177,0.11025,0,0,0,3,-2,320,,not_implemented_in_simulator,"",,"Simulator has no parametric handover-margin state. handover_risk_score is derived from RSRP best-vs-second gap, not from HOM.",0,1
517,77,handover_stress,18,HO/MRO,4,6,19,6,19,6,19,sectors.hom_offset_dB|sectors.ttt_offset_ms|sectors.cio_dB,6,HOM|TTT|CIO,110128,handover_parameter_adjustment,final_safe_action,1,1,1,0,0,0,,NaN,,5,0.134431850157558,0.13425,0,0,0,3,2,320,,not_implemented_in_simulator,"",,"Simulator has no parametric handover-margin state. handover_risk_score is derived from RSRP best-vs-second gap, not from HOM.",0,1
518,77,handover_stress,18,HO/MRO,4,7,8,7,8,7,8,sectors.hom_offset_dB|sectors.ttt_offset_ms|sectors.cio_dB,7,HOM|TTT|CIO,110259,handover_parameter_adjustment,final_safe_action,1,1,1,0,0,0,,NaN,,6,0.110310525225177,0.11025,0,0,0,3,-2,320,,not_implemented_in_simulator,"",,"Simulator has no parametric handover-margin state. handover_risk_score is derived from RSRP best-vs-second gap, not from HOM.",0,1
519,77,handover_stress,18,HO/MRO,4,8,10,8,10,8,10,sectors.hom_offset_dB|sectors.ttt_offset_ms|sectors.cio_dB,8,HOM|TTT|CIO,110437,handover_parameter_adjustment,final_safe_action,1,1,1,0,0,0,,NaN,,7,0.110310525225177,0.11025,0,0,0,3,-2,320,,not_implemented_in_simulator,"",,"Simulator has no parametric handover-margin state. handover_risk_score is derived from RSRP best-vs-second gap, not from HOM.",0,1
522,77,handover_stress,18,HO/MRO,4,12,2,12,2,12,2,sectors.hom_offset_dB|sectors.ttt_offset_ms|sectors.cio_dB,12,HOM|TTT|CIO,110971,handover_parameter_adjustment,final_safe_action,1,1,1,0,0,0,,NaN,,8,0.110310525225177,0.11025,0,0,0,3,-2,320,,not_implemented_in_simulator,"",,"Simulator has no parametric handover-margin state. handover_risk_score is derived from RSRP best-vs-second gap, not from HOM.",0,1
524,77,handover_stress,18,HO/MRO,4,15,17,15,17,15,17,sectors.hom_offset_dB|sectors.ttt_offset_ms|sectors.cio_dB,15,HOM|TTT|CIO,111327,handover_parameter_adjustment,final_safe_action,1,1,1,0,0,0,,NaN,,9,0.110310525225177,0.11025,0,0,0,3,-2,320,,not_implemented_in_simulator,"",,"Simulator has no parametric handover-margin state. handover_risk_score is derived from RSRP best-vs-second gap, not from HOM.",0,1
526,77,handover_stress,18,HO/MRO,4,18,3,18,3,18,3,sectors.hom_offset_dB|sectors.ttt_offset_ms|sectors.cio_dB,18,HOM|TTT|CIO,111742,handover_parameter_adjustment,final_safe_action,1,1,1,0,0,0,,NaN,,10,0.110310525225177,0.11025,0,0,0,3,-2,320,,not_implemented_in_simulator,"",,"Simulator has no parametric handover-margin state. handover_risk_score is derived from RSRP best-vs-second gap, not from HOM.",0,1
528,78,handover_stress,19,HO/MRO,4,1,5,1,5,1,5,sectors.hom_offset_dB|sectors.ttt_offset_ms|sectors.cio_dB,1,HOM|TTT|CIO,114887,handover_parameter_adjustment,final_safe_action,1,1,1,0,0,0,,NaN,,1,0.110310525225177,0.11025,0,0,0,3,-2,320,,not_implemented_in_simulator,"",,"Simulator has no parametric handover-margin state. handover_risk_score is derived from RSRP best-vs-second gap, not from HOM.",0,1
529,78,handover_stress,19,HO/MRO,4,2,12,2,12,2,12,sectors.hom_offset_dB|sectors.ttt_offset_ms|sectors.cio_dB,2,HOM|TTT|CIO,115065,handover_parameter_adjustment,final_safe_action,1,1,1,0,0,0,,NaN,,2,0.110310525225177,0.11025,0,0,0,3,-2,320,,not_implemented_in_simulator,"",,"Simulator has no parametric handover-margin state. handover_risk_score is derived from RSRP best-vs-second gap, not from HOM.",0,1
530,78,handover_stress,19,HO/MRO,4,3,16,3,16,3,16,sectors.hom_offset_dB|sectors.ttt_offset_ms|sectors.cio_dB,3,HOM|TTT|CIO,115243,handover_parameter_adjustment,final_safe_action,1,1,1,0,0,0,,NaN,,3,0.110310525225177,0.11025,0,0,0,3,-2,320,,not_implemented_in_simulator,"",,"Simulator has no parametric handover-margin state. handover_risk_score is derived from RSRP best-vs-second gap, not from HOM.",0,1
531,78,handover_stress,19,HO/MRO,4,5,9,5,9,5,9,sectors.hom_offset_dB|sectors.ttt_offset_ms|sectors.cio_dB,5,HOM|TTT|CIO,115480,handover_parameter_adjustment,final_safe_action,1,1,1,0,0,0,,NaN,,4,0.110310525225177,0.11025,0,0,0,3,-2,320,,not_implemented_in_simulator,"",,"Simulator has no parametric handover-margin state. handover_risk_score is derived from RSRP best-vs-second gap, not from HOM.",0,1
532,78,handover_stress,19,HO/MRO,4,6,19,6,19,6,19,sectors.hom_offset_dB|sectors.ttt_offset_ms|sectors.cio_dB,6,HOM|TTT|CIO,115599,handover_parameter_adjustment,final_safe_action,1,1,1,0,0,0,,NaN,,5,0.110310525225177,0.11025,0,0,0,3,-2,320,,not_implemented_in_simulator,"",,"Simulator has no parametric handover-margin state. handover_risk_score is derived from RSRP best-vs-second gap, not from HOM.",0,1
533,78,handover_stress,19,HO/MRO,4,8,10,8,10,8,10,sectors.hom_offset_dB|sectors.ttt_offset_ms|sectors.cio_dB,8,HOM|TTT|CIO,115777,handover_parameter_adjustment,final_safe_action,1,1,1,0,0,0,,NaN,,6,0.110310525225177,0.11025,0,0,0,3,-2,320,,not_implemented_in_simulator,"",,"Simulator has no parametric handover-margin state. handover_risk_score is derived from RSRP best-vs-second gap, not from HOM.",0,1
534,78,handover_stress,19,HO/MRO,4,9,7,9,7,9,7,sectors.hom_offset_dB|sectors.ttt_offset_ms|sectors.cio_dB,9,HOM|TTT|CIO,116014,handover_parameter_adjustment,final_safe_action,1,1,1,0,0,0,,NaN,,7,0.110310525225177,0.11025,0,0,0,3,-2,320,,not_implemented_in_simulator,"",,"Simulator has no parametric handover-margin state. handover_risk_score is derived from RSRP best-vs-second gap, not from HOM.",0,1
535,78,handover_stress,19,HO/MRO,4,10,8,10,8,10,8,sectors.hom_offset_dB|sectors.ttt_offset_ms|sectors.cio_dB,10,HOM|TTT|CIO,116133,handover_parameter_adjustment,final_safe_action,1,1,1,0,0,0,,NaN,,8,0.110310525225177,0.11025,0,0,0,3,-2,320,,not_implemented_in_simulator,"",,"Simulator has no parametric handover-margin state. handover_risk_score is derived from RSRP best-vs-second gap, not from HOM.",0,1
538,78,handover_stress,19,HO/MRO,4,15,17,15,17,15,17,sectors.hom_offset_dB|sectors.ttt_offset_ms|sectors.cio_dB,15,HOM|TTT|CIO,116667,handover_parameter_adjustment,final_safe_action,1,1,1,0,0,0,,NaN,,9,0.110310525225177,0.11025,0,0,0,3,-2,320,,not_implemented_in_simulator,"",,"Simulator has no parametric handover-margin state. handover_risk_score is derived from RSRP best-vs-second gap, not from HOM.",0,1
539,78,handover_stress,19,HO/MRO,4,16,20,16,20,16,20,sectors.hom_offset_dB|sectors.ttt_offset_ms|sectors.cio_dB,16,HOM|TTT|CIO,116845,handover_parameter_adjustment,final_safe_action,1,1,1,0,0,0,,NaN,,10,0.110310525225177,0.11025,0,0,0,3,-2,320,,not_implemented_in_simulator,"",,"Simulator has no parametric handover-margin state. handover_risk_score is derived from RSRP best-vs-second gap, not from HOM.",0,1
540,78,handover_stress,19,HO/MRO,4,17,15,17,15,17,15,sectors.hom_offset_dB|sectors.ttt_offset_ms|sectors.cio_dB,17,HOM|TTT|CIO,117023,handover_parameter_adjustment,final_safe_action,1,1,1,0,0,0,,NaN,,11,0.110310525225177,0.11025,0,0,0,3,-2,320,,not_implemented_in_simulator,"",,"Simulator has no parametric handover-margin state. handover_risk_score is derived from RSRP best-vs-second gap, not from HOM.",0,1
542,78,handover_stress,19,HO/MRO,4,19,6,19,6,19,6,sectors.hom_offset_dB|sectors.ttt_offset_ms|sectors.cio_dB,19,HOM|TTT|CIO,117379,handover_parameter_adjustment,final_safe_action,1,1,1,0,0,0,,NaN,,12,0.110310525225177,0.11025,0,0,0,3,-2,320,,not_implemented_in_simulator,"",,"Simulator has no parametric handover-margin state. handover_risk_score is derived from RSRP best-vs-second gap, not from HOM.",0,1
543,78,handover_stress,19,HO/MRO,4,20,3,20,3,20,3,sectors.hom_offset_dB|sectors.ttt_offset_ms|sectors.cio_dB,20,HOM|TTT|CIO,117557,handover_parameter_adjustment,final_safe_action,1,1,1,0,0,0,,NaN,,13,0.110310525225177,0.11025,0,0,0,3,-2,320,,not_implemented_in_simulator,"",,"Simulator has no parametric handover-margin state. handover_risk_score is derived from RSRP best-vs-second gap, not from HOM.",0,1
545,79,normal,19,HO/MRO,4,1,5,1,5,1,5,sectors.hom_offset_dB|sectors.ttt_offset_ms|sectors.cio_dB,1,HOM|TTT|CIO,118803,handover_parameter_adjustment,final_safe_action,1,1,1,0,0,0,,NaN,,1,0.110310525225177,0.11025,0,0,0,3,-2,320,,not_implemented_in_simulator,"",,"Simulator has no parametric handover-margin state. handover_risk_score is derived from RSRP best-vs-second gap, not from HOM.",0,1
546,79,normal,19,HO/MRO,4,2,12,2,12,2,12,sectors.hom_offset_dB|sectors.ttt_offset_ms|sectors.cio_dB,2,HOM|TTT|CIO,118981,handover_parameter_adjustment,final_safe_action,1,1,1,0,0,0,,NaN,,2,0.110310525225177,0.11025,0,0,0,3,-2,320,,not_implemented_in_simulator,"",,"Simulator has no parametric handover-margin state. handover_risk_score is derived from RSRP best-vs-second gap, not from HOM.",0,1
547,79,normal,19,HO/MRO,4,16,20,16,20,16,20,sectors.hom_offset_dB|sectors.ttt_offset_ms|sectors.cio_dB,16,HOM|TTT|CIO,119159,handover_parameter_adjustment,final_safe_action,1,1,1,0,0,0,,NaN,,3,0.110310525225177,0.11025,0,0,0,3,-2,320,,not_implemented_in_simulator,"",,"Simulator has no parametric handover-margin state. handover_risk_score is derived from RSRP best-vs-second gap, not from HOM.",0,1
548,79,normal,19,HO/MRO,4,17,15,17,15,17,15,sectors.hom_offset_dB|sectors.ttt_offset_ms|sectors.cio_dB,17,HOM|TTT|CIO,119337,handover_parameter_adjustment,final_safe_action,1,1,1,0,0,0,,NaN,,4,0.110310525225177,0.11025,0,0,0,3,-2,320,,not_implemented_in_simulator,"",,"Simulator has no parametric handover-margin state. handover_risk_score is derived from RSRP best-vs-second gap, not from HOM.",0,1
549,14,degraded_sector,20,HO/MRO,4,5,1,5,1,5,1,sectors.hom_offset_dB|sectors.ttt_offset_ms|sectors.cio_dB,5,HOM|TTT|CIO,120227,handover_parameter_adjustment,final_safe_action,1,1,1,0,0,0,,NaN,,1,0.110310525225177,0.11025,0,0,0,3,-2,320,,not_implemented_in_simulator,"",,"Simulator has no parametric handover-margin state. handover_risk_score is derived from RSRP best-vs-second gap, not from HOM.",0,1
550,14,degraded_sector,20,HO/MRO,4,16,20,16,20,16,20,sectors.hom_offset_dB|sectors.ttt_offset_ms|sectors.cio_dB,16,HOM|TTT|CIO,120405,handover_parameter_adjustment,final_safe_action,1,1,1,0,0,0,,NaN,,2,0.110310525225177,0.11025,0,0,0,3,-2,320,,not_implemented_in_simulator,"",,"Simulator has no parametric handover-margin state. handover_risk_score is derived from RSRP best-vs-second gap, not from HOM.",0,1
551,80,low_load,20,HO/MRO,4,4,5,4,5,4,5,sectors.hom_offset_dB|sectors.ttt_offset_ms|sectors.cio_dB,4,HOM|TTT|CIO,123965,handover_parameter_adjustment,final_safe_action,1,1,1,0,0,0,,NaN,,1,0.110310525225177,0.11025,0,0,0,3,-2,320,,not_implemented_in_simulator,"",,"Simulator has no parametric handover-margin state. handover_risk_score is derived from RSRP best-vs-second gap, not from HOM.",0,1
552,80,low_load,20,HO/MRO,4,9,1,9,1,9,1,sectors.hom_offset_dB|sectors.ttt_offset_ms|sectors.cio_dB,9,HOM|TTT|CIO,124190,handover_parameter_adjustment,final_safe_action,1,1,1,0,0,0,,NaN,,2,0.134431850157558,0.13425,0,0,0,3,2,320,,not_implemented_in_simulator,"",,"Simulator has no parametric handover-margin state. handover_risk_score is derived from RSRP best-vs-second gap, not from HOM.",0,1
553,81,low_load_energy_saving_candidate,20,HO/MRO,4,2,12,2,12,2,12,sectors.hom_offset_dB|sectors.ttt_offset_ms|sectors.cio_dB,2,HOM|TTT|CIO,124321,handover_parameter_adjustment,final_safe_action,1,1,1,0,0,0,,NaN,,1,0.110310525225177,0.11025,0,0,0,3,-2,320,,not_implemented_in_simulator,"",,"Simulator has no parametric handover-margin state. handover_risk_score is derived from RSRP best-vs-second gap, not from HOM.",0,1
554,81,low_load_energy_saving_candidate,20,HO/MRO,4,10,8,10,8,10,8,sectors.hom_offset_dB|sectors.ttt_offset_ms|sectors.cio_dB,10,HOM|TTT|CIO,124499,handover_parameter_adjustment,final_safe_action,1,1,1,0,0,0,,NaN,,2,0.110310525225177,0.11025,0,0,0,3,-2,320,,not_implemented_in_simulator,"",,"Simulator has no parametric handover-margin state. handover_risk_score is derived from RSRP best-vs-second gap, not from HOM.",0,1
555,81,low_load_energy_saving_candidate,20,HO/MRO,4,13,2,13,2,13,2,sectors.hom_offset_dB|sectors.ttt_offset_ms|sectors.cio_dB,13,HOM|TTT|CIO,124677,handover_parameter_adjustment,final_safe_action,1,1,1,0,0,0,,NaN,,3,0.110310525225177,0.11025,0,0,0,3,-2,320,,not_implemented_in_simulator,"",,"Simulator has no parametric handover-margin state. handover_risk_score is derived from RSRP best-vs-second gap, not from HOM.",0,1
556,59,outage_sector,20,HO/MRO,4,6,16,6,16,6,16,sectors.hom_offset_dB|sectors.ttt_offset_ms|sectors.cio_dB,6,HOM|TTT|CIO,125270,handover_parameter_adjustment,final_safe_action,1,1,1,0,0,0,,NaN,,1,0.110310525225177,0.11025,0,0,0,3,-2,320,,not_implemented_in_simulator,"",,"Simulator has no parametric handover-margin state. handover_risk_score is derived from RSRP best-vs-second gap, not from HOM.",0,1
557,82,low_load_energy_saving_candidate,21,HO/MRO,4,1,5,1,5,1,5,sectors.hom_offset_dB|sectors.ttt_offset_ms|sectors.cio_dB,1,HOM|TTT|CIO,128593,handover_parameter_adjustment,final_safe_action,1,1,1,0,0,0,,NaN,,1,0.110310525225177,0.11025,0,0,0,3,-2,320,,not_implemented_in_simulator,"",,"Simulator has no parametric handover-margin state. handover_risk_score is derived from RSRP best-vs-second gap, not from HOM.",0,1
558,82,low_load_energy_saving_candidate,21,HO/MRO,4,9,1,9,1,9,1,sectors.hom_offset_dB|sectors.ttt_offset_ms|sectors.cio_dB,9,HOM|TTT|CIO,128818,handover_parameter_adjustment,final_safe_action,1,1,1,0,0,0,,NaN,,2,0.134431850157558,0.13425,0,0,0,3,2,320,,not_implemented_in_simulator,"",,"Simulator has no parametric handover-margin state. handover_risk_score is derived from RSRP best-vs-second gap, not from HOM.",0,1
559,82,low_load_energy_saving_candidate,21,HO/MRO,4,20,3,20,3,20,3,sectors.hom_offset_dB|sectors.ttt_offset_ms|sectors.cio_dB,20,HOM|TTT|CIO,128949,handover_parameter_adjustment,final_safe_action,1,1,1,0,0,0,,NaN,,3,0.110310525225177,0.11025,0,0,0,3,-2,320,,not_implemented_in_simulator,"",,"Simulator has no parametric handover-margin state. handover_risk_score is derived from RSRP best-vs-second gap, not from HOM.",0,1
560,83,outage_sector,21,HO/MRO,4,15,17,15,17,15,17,sectors.hom_offset_dB|sectors.ttt_offset_ms|sectors.cio_dB,15,HOM|TTT|CIO,130017,handover_parameter_adjustment,final_safe_action,1,1,1,0,0,0,,NaN,,1,0.110310525225177,0.11025,0,0,0,3,-2,320,,not_implemented_in_simulator,"",,"Simulator has no parametric handover-margin state. handover_risk_score is derived from RSRP best-vs-second gap, not from HOM.",0,1
561,83,outage_sector,21,HO/MRO,4,19,6,19,6,19,6,sectors.hom_offset_dB|sectors.ttt_offset_ms|sectors.cio_dB,19,HOM|TTT|CIO,130195,handover_parameter_adjustment,final_safe_action,1,1,1,0,0,0,,NaN,,2,0.110310525225177,0.11025,0,0,0,3,-2,320,,not_implemented_in_simulator,"",,"Simulator has no parametric handover-margin state. handover_risk_score is derived from RSRP best-vs-second gap, not from HOM.",0,1
